batch_id,recipient_id,status,sent_at,opened_at,replied_at,bounced_at
16,209,sent,2026-05-21T16:58:02.135005,,,
16,210,sent,2026-05-21T17:00:03.985391,,,
16,211,sent,2026-05-21T17:02:05.744574,,,
16,212,sent,2026-05-21T17:04:07.996998,,,
16,213,sent,2026-05-21T17:06:09.727611,,,
16,214,sent,2026-05-21T17:08:12.148617,,,
16,215,sent,2026-05-21T17:10:14.188797,,,
16,216,sent,2026-05-21T17:12:15.980081,,,
16,217,sent,2026-05-21T17:14:18.166556,,,
16,218,sent,2026-05-21T17:16:18.786176,,,
16,219,sent,2026-05-21T17:18:19.373634,,,
16,220,sent,2026-05-21T17:20:19.944657,,,
16,221,sent,2026-05-21T17:22:20.646750,,,
16,222,sent,2026-05-21T17:25:12.752600,,,
16,223,sent,2026-05-21T17:27:13.376633,,,
16,224,sent,2026-05-21T17:29:14.502890,,,
16,225,sent,2026-05-21T17:41:14.512320,,,
16,226,sent,2026-05-21T17:43:15.765277,,,
16,227,sent,2026-05-21T17:45:17.007564,,,
16,228,sent,2026-05-21T17:47:17.764839,,,
16,229,sent,2026-05-21T17:49:18.489846,,,
16,230,sent,2026-05-21T17:51:19.115883,,,
16,231,sent,2026-05-21T17:53:19.712985,,,
16,232,sent,2026-05-21T17:55:20.600662,,,
16,2,sent,2026-05-21T16:18:23.979585,,,
16,234,sent,2026-05-21T18:06:33.064394,,,
16,235,sent,2026-05-21T18:08:34.358189,,,
16,236,sent,2026-05-21T18:10:35.013645,,,
16,237,sent,2026-05-21T18:12:35.679814,,,
16,238,sent,2026-05-21T18:14:36.292659,,,
16,239,sent,2026-05-21T18:16:36.936928,,,
16,240,sent,2026-05-21T18:18:37.774561,,,
16,241,sent,2026-05-21T18:20:38.430946,,,
16,242,sent,2026-05-21T18:22:39.337172,,,
16,243,sent,2026-05-21T18:24:39.992366,,,
16,244,sent,2026-05-21T18:27:34.579716,,,
16,245,sent,2026-05-21T18:29:35.169359,,,
16,246,sent,2026-05-21T18:31:35.735482,,,
16,247,sent,2026-05-21T18:33:36.735378,,,
16,248,sent,2026-05-21T18:35:37.638437,,,
16,249,sent,2026-05-21T18:37:38.236526,,,
16,250,sent,2026-05-21T18:39:39.203136,,,
16,251,sent,2026-05-21T18:41:39.967901,,,
16,252,sent,2026-05-21T18:43:40.624365,,,
16,253,sent,2026-05-21T18:45:41.178918,,,
17,254,sent,2026-05-21T16:18:23.979585,,,
17,255,sent,2026-05-21T16:20:26.265525,,,
19,1,sent,2026-05-25T14:13:18.260906,,,
19,2,sent,2026-05-25T14:14:21.006774,,,
19,3,sent,2026-05-25T14:15:22.684494,,,
19,4,sent,2026-05-25T14:16:25.688590,,,
19,5,sent,2026-05-25T14:17:27.072699,,,
19,6,sent,2026-05-25T14:18:29.029087,,,
19,7,sent,2026-05-25T14:19:30.674475,,,
19,8,sent,2026-05-25T14:20:32.774243,,,
19,9,sent,2026-05-25T14:21:34.810910,,,
19,10,sent,2026-05-25T14:22:37.754655,,,
